order_id,product_id,quantity,unit_price,discount_pct,gross_sales,discount_amount,net_sales,product_cost,shipping_cost,fulfillment_cost,gross_profit_before_marketing,profit,profit_margin_pct
O005493,P0087,1,1769.45,30.57,1769.45,540.92,1228.53,1126.4,460.34,298.74,-358.2100000000001,-656.95,-53.47
O005493,P0077,1,4694.66,4.75,4694.66,223.0,4471.66,2931.2,209.36,177.69,1331.1,1153.41,25.79
O005493,P0085,1,1011.81,8.44,1011.81,85.4,926.41,606.38,43.12,27.6,276.90999999999997,249.31,26.91
O005494,P0044,2,13270.91,3.27,26541.82,867.92,25673.9,20373.4,453.24,358.6,4847.26,4488.66,17.48
O005494,P0076,1,393.31,4.53,393.31,17.82,375.49,304.7,116.11,83.33,-45.31999999999998,-128.65,-34.26
O005494,P0023,2,586.97,10.83,1173.94,127.14,1046.8,875.62,267.31,182.8,-96.13000000000005,-278.93,-26.65
O005494,P0117,7,4322.51,10.57,30257.57,3198.23,27059.34,21875.7,161.17,127.73,5022.469999999999,4894.74,18.09
O005494,P0001,2,11190.99,12.86,22381.98,2878.32,19503.66,14485.54,238.92,182.09,4779.199999999999,4597.11,23.57
O005495,P0062,2,583.23,9.56,1166.46,111.51,1054.95,775.04,176.24,134.19,103.67000000000007,-30.52,-2.89
O005496,P0095,5,1531.41,3.56,7657.05,272.59,7384.46,6355.75,691.16,618.52,337.55000000000007,-280.97,-3.8
O005496,P0066,2,461.93,5.28,923.86,48.78,875.08,712.24,417.46,317.62,-254.61999999999995,-572.24,-65.39
O005496,P0065,1,345.88,15.45,345.88,53.44,292.44,206.48,106.73,85.7,-20.769999999999996,-106.47,-36.41
O005496,P0003,4,216.76,10.43,867.04,90.43,776.61,721.16,460.1,313.44,-404.65,-718.09,-92.46
O005497,P0095,4,1531.41,31.1,6125.64,1905.07,4220.57,5084.6,277.13,242.47,-1141.1600000000008,-1383.63,-32.78
O005497,P0081,1,496.44,4.66,496.44,23.13,473.31,309.28,88.4,77.78,75.63000000000002,-2.15,-0.45
O005497,P0087,3,1769.45,15.11,5308.35,802.09,4506.26,3379.2,537.98,378.29,589.0800000000004,210.79,4.68
O005498,P0009,2,13095.23,5.59,26190.46,1464.05,24726.41,16228.96,911.56,668.57,7585.890000000001,6917.32,27.98
O005499,P0016,3,13825.04,18.89,41475.12,7834.65,33640.47,29079.18,518.99,366.71,4042.300000000001,3675.59,10.93
O005499,P0007,1,15044.28,23.18,15044.28,3487.26,11557.02,11306.3,174.45,136.43,76.27000000000118,-60.16,-0.52
O005499,P0023,2,586.97,10.43,1173.94,122.44,1051.5,875.62,521.35,464.1,-345.47,-809.57,-76.99
O005499,P0101,2,4618.3,4.13,9236.6,381.47,8855.13,6427.32,314.14,216.98,2113.6699999999996,1896.69,21.42
O005500,P0042,4,8137.8,24.81,32551.2,8075.95,24475.25,27282.16,228.87,150.82,-3035.7799999999997,-3186.6,-13.02
O005501,P0047,6,5040.51,13.71,30243.06,4146.32,26096.74,20222.46,505.82,370.02,5368.460000000003,4998.44,19.15
O005502,P0110,3,4116.21,28.6,12348.63,3531.71,8816.92,8910.66,436.09,395.15,-529.8299999999997,-924.98,-10.49
O005503,P0072,1,388.5,14.1,388.5,54.78,333.72,258.88,846.7,530.53,-771.86,-1302.39,-390.26
O005503,P0020,5,571.07,32.0,2855.35,913.71,1941.64,2240.65,283.5,232.94,-582.51,-815.45,-42.0
O005504,P0043,3,10143.22,16.54,30429.66,5033.07,25396.59,18397.5,175.07,137.4,6824.02,6686.62,26.33
O005504,P0004,1,3111.76,16.08,3111.76,500.37,2611.39,2205.02,247.14,207.23,159.2299999999999,-48.0,-1.84
O005504,P0025,1,13550.39,22.15,13550.39,3001.41,10548.98,9171.77,325.44,276.3,1051.769999999999,775.47,7.35
O005504,P0010,2,5075.1,17.88,10150.2,1814.86,8335.34,7111.04,659.23,571.19,565.0700000000002,-6.12,-0.07
O005505,P0118,1,187.28,0.14,187.28,0.26,187.02,126.8,172.09,154.18,-111.86999999999999,-266.05,-142.26
O005506,P0013,2,4904.4,22.5,9808.8,2206.98,7601.82,5726.8,837.95,591.08,1037.0699999999995,445.99,5.87
O005506,P0121,5,3270.86,10.8,16354.3,1766.26,14588.04,14742.15,113.97,76.79,-268.0799999999988,-344.87,-2.36
O005506,P0004,4,3111.76,16.96,12447.04,2111.02,10336.02,8820.08,220.67,198.87,1295.2700000000004,1096.4,10.61
O005507,P0067,3,311.59,15.7,934.77,146.76,788.01,708.36,579.44,511.19,-499.7900000000001,-1010.98,-128.3
O005507,P0035,1,3467.9,16.03,3467.9,555.9,2912.0,2695.85,241.73,218.13,-25.5799999999999,-243.71,-8.37
O005507,P0039,5,336.22,16.18,1681.1,272.0,1409.1,977.15,112.92,100.18,319.0299999999999,218.85,15.53
O005507,P0033,1,1244.13,10.04,1244.13,124.91,1119.22,851.33,38.5,34.18,229.39,195.21,17.44
O005508,P0019,1,203.14,2.84,203.14,5.77,197.37,156.5,260.53,162.26,-219.65999999999997,-381.92,-193.5
O005508,P0018,1,358.1,21.84,358.1,78.21,279.89,279.48,498.42,422.78,-498.01000000000005,-920.79,-328.98
O005509,P0034,5,10596.8,4.4,52984.0,2331.3,50652.7,31707.45,73.15,62.3,18872.099999999995,18809.8,37.13
O005509,P0099,2,311.86,8.75,623.72,54.58,569.14,416.34,492.39,391.16,-339.59,-730.75,-128.4
O005510,P0052,6,10903.09,13.67,65418.54,8942.71,56475.83,47414.46,69.87,44.77,8991.500000000002,8946.73,15.84
O005511,P0062,1,583.23,5.18,583.23,30.21,553.02,387.52,45.69,38.1,119.81,81.71,14.78
O005512,P0035,1,3467.9,13.95,3467.9,483.77,2984.13,2695.85,276.65,217.33,11.630000000000223,-205.7,-6.89
O005513,P0035,3,3467.9,7.65,10403.7,795.88,9607.82,8087.55,97.82,75.38,1422.4499999999996,1347.07,14.02
O005513,P0101,2,4618.3,28.73,9236.6,2653.68,6582.92,6427.32,51.11,31.77,104.49000000000036,72.72,1.1
O005513,P0080,2,1487.1,23.87,2974.2,709.94,2264.26,2411.82,247.95,157.25,-395.50999999999993,-552.76,-24.41
O005513,P0006,5,2884.06,10.19,14420.3,1469.43,12950.87,9903.75,373.94,236.2,2673.1800000000007,2436.98,18.82
O005514,P0081,5,496.44,6.3,2482.2,156.38,2325.82,1546.4,689.02,478.12,90.40000000000009,-387.72,-16.67
O005515,P0086,2,3194.84,6.63,6389.68,423.64,5966.04,3903.02,190.46,161.83,1872.56,1710.73,28.67
O005515,P0107,7,12272.12,15.87,85904.84,13633.1,72271.74,60647.3,233.22,164.6,11391.220000000003,11226.62,15.53
O005516,P0109,1,2918.02,6.73,2918.02,196.38,2721.64,2432.61,316.13,197.74,-27.10000000000025,-224.84,-8.26
O005517,P0116,4,1398.9,28.82,5595.6,1612.65,3982.95,3491.96,155.7,99.27,335.2899999999998,236.02,5.93
O005517,P0026,1,479.5,21.75,479.5,104.29,375.21,354.81,328.65,254.31,-308.25,-562.56,-149.93
O005517,P0002,1,12946.32,8.28,12946.32,1071.96,11874.36,8395.91,614.04,487.98,2864.4100000000008,2376.43,20.01
O005518,P0011,1,10003.14,11.79,10003.14,1179.37,8823.77,6245.51,796.78,648.26,1781.4800000000002,1133.22,12.84
O005518,P0016,3,13825.04,8.52,41475.12,3533.68,37941.44,29079.18,352.52,229.48,8509.740000000002,8280.26,21.82
O005518,P0018,1,358.1,32.0,358.1,114.59,243.51,279.48,505.38,432.7,-541.35,-974.05,-400.0
O005518,P0040,2,3411.56,30.36,6823.12,2071.5,4751.62,5516.76,220.97,159.62,-986.1100000000004,-1145.73,-24.11
O005518,P0084,1,4981.49,24.78,4981.49,1234.41,3747.08,3174.05,328.2,268.33,244.82999999999976,-23.5,-0.63
O005519,P0105,4,4639.49,23.4,18557.96,4342.56,14215.4,13455.24,77.5,60.77,682.6599999999999,621.89,4.37
O005519,P0004,1,3111.76,13.79,3111.76,429.11,2682.65,2205.02,76.53,60.8,401.10000000000014,340.3,12.69
O005520,P0086,2,3194.84,21.78,6389.68,1391.67,4998.01,3903.02,273.79,204.62,821.2000000000003,616.58,12.34
O005521,P0112,3,6199.85,8.97,18599.55,1668.38,16931.17,11859.27,763.0,579.5,4308.899999999998,3729.4,22.03
O005522,P0035,1,3467.9,14.83,3467.9,514.29,2953.61,2695.85,278.59,240.04,-20.829999999999757,-260.87,-8.83
O005522,P0080,4,1487.1,32.0,5948.4,1903.49,4044.91,4823.64,624.66,405.68,-1403.3900000000003,-1809.07,-44.72
O005522,P0096,2,354.67,4.87,709.34,34.54,674.8,515.36,187.92,118.68,-28.480000000000047,-147.16,-21.81
O005523,P0017,3,6610.48,32.0,19831.44,6346.06,13485.38,14701.86,169.88,128.57,-1386.3600000000015,-1514.93,-11.23
O005523,P0094,5,7018.96,18.02,35094.8,6324.08,28770.72,21476.95,346.45,252.55,6947.320000000001,6694.77,23.27
O005524,P0024,4,1084.37,3.42,4337.48,148.34,4189.14,3540.96,210.89,156.4,437.2900000000003,280.89,6.71
O005525,P0044,2,13270.91,20.31,26541.82,5390.64,21151.18,20373.4,327.46,232.3,450.31999999999886,218.02,1.03
O005525,P0114,4,6215.19,3.89,24860.76,967.08,23893.68,20021.16,106.37,82.68,3766.1500000000005,3683.47,15.42
O005526,P0116,3,1398.9,18.42,4196.7,773.03,3423.67,2618.97,376.15,259.62,428.5500000000003,168.93,4.93
O005526,P0094,1,7018.96,17.72,7018.96,1243.76,5775.2,4295.39,812.75,533.84,667.0599999999995,133.22,2.31
O005526,P0078,2,8935.22,11.29,17870.44,2017.57,15852.87,11428.3,189.16,154.74,4235.410000000002,4080.67,25.74
O005527,P0007,3,15044.28,11.81,45132.84,5330.19,39802.65,33918.9,383.8,324.9,5499.95,5175.05,13.0
O005527,P0102,4,3391.79,12.42,13567.16,1685.04,11882.12,9007.2,305.2,252.69,2569.7200000000003,2317.03,19.5
O005527,P0062,2,583.23,21.15,1166.46,246.71,919.75,775.04,217.27,140.52,-72.55999999999997,-213.08,-23.17
O005527,P0083,2,12868.65,15.99,25737.3,4115.39,21621.91,20213.56,597.53,529.1,810.8199999999986,281.72,1.3
O005528,P0026,2,479.5,10.89,959.0,104.44,854.56,709.62,462.76,406.22,-317.82000000000005,-724.04,-84.73
O005528,P0077,2,4694.66,3.52,9389.32,330.5,9058.82,5862.4,243.33,172.71,2953.09,2780.38,30.69
O005528,P0089,1,3122.93,13.55,3122.93,423.16,2699.77,1926.12,981.93,825.42,-208.27999999999986,-1033.7,-38.29
O005529,P0074,4,402.44,11.66,1609.76,187.7,1422.06,1238.2,137.21,123.69,46.64999999999989,-77.04,-5.42
O005529,P0120,1,174.46,26.12,174.46,45.57,128.89,132.04,429.02,338.16,-432.16999999999996,-770.33,-597.66
O005529,P0115,1,1140.38,1.15,1140.38,13.11,1127.27,676.23,287.77,232.19,163.26999999999998,-68.92,-6.11
O005530,P0115,1,1140.38,23.59,1140.38,269.02,871.36,676.23,282.21,236.51,-87.07999999999998,-323.59,-37.14
O005530,P0108,2,8356.62,10.95,16713.24,1830.1,14883.14,11115.52,435.43,354.08,3332.189999999999,2978.11,20.01
O005531,P0078,3,8935.22,26.44,26805.66,7087.42,19718.24,17142.45,387.8,293.3,2187.9900000000007,1894.69,9.61
O005531,P0113,1,17008.53,17.81,17008.53,3029.22,13979.31,14065.09,240.0,163.12,-325.78000000000065,-488.9,-3.5
O005531,P0014,1,19566.14,15.15,19566.14,2964.27,16601.87,15021.45,504.42,390.44,1075.9999999999982,685.56,4.13
O005532,P0019,1,203.14,22.48,203.14,45.67,157.47,156.5,844.41,550.84,-843.4399999999999,-1394.28,-885.43
O005533,P0124,3,769.33,17.52,2307.99,404.36,1903.63,2040.27,219.89,170.65,-356.52999999999986,-527.18,-27.69
O005534,P0103,1,457.19,6.87,457.19,31.41,425.78,335.77,43.12,32.14,46.88999999999999,14.75,3.46
O005535,P0110,3,4116.21,22.49,12348.63,2777.21,9571.42,8910.66,57.21,37.47,603.5500000000002,566.08,5.91
O005535,P0111,1,3837.79,23.19,3837.79,889.98,2947.81,2824.96,539.68,364.3,-416.83000000000004,-781.13,-26.5
O005536,P0043,1,10143.22,17.79,10143.22,1804.48,8338.74,6132.5,181.63,147.26,2024.6099999999997,1877.35,22.51
O005537,P0049,2,4840.93,32.0,9681.86,3098.2,6583.66,7119.26,163.62,128.94,-699.2200000000004,-828.16,-12.58
O005538,P0058,3,4996.63,11.3,14989.89,1693.86,13296.03,11435.13,216.92,154.53,1643.9800000000014,1489.45,11.2
O005538,P0105,3,4639.49,26.88,13918.47,3741.28,10177.19,10091.43,109.57,94.81,-23.809999999999775,-118.62,-1.17
O005538,P0113,4,17008.53,28.36,68034.12,19294.48,48739.64,56260.36,82.06,69.59,-7602.780000000002,-7672.37,-15.74
O005539,P0026,1,479.5,14.43,479.5,69.19,410.31,354.81,562.46,488.3,-506.96000000000004,-995.26,-242.56
O005539,P0106,3,369.52,29.14,1108.56,323.03,785.53,702.42,159.27,135.01,-76.16,-211.17,-26.88
O005540,P0084,2,4981.49,12.49,9962.98,1244.38,8718.6,6348.1,288.81,201.82,2081.69,1879.87,21.56
O005540,P0004,2,3111.76,10.73,6223.52,667.78,5555.74,4410.04,250.19,180.91,895.5099999999998,714.6,12.86
O005540,P0140,1,6626.25,2.06,6626.25,136.5,6489.75,5390.49,107.7,80.84,991.5600000000002,910.72,14.03
O005540,P0098,3,3214.85,6.1,9644.55,588.32,9056.23,7188.12,92.49,80.07,1775.6199999999997,1695.55,18.72
O005541,P0062,1,583.23,25.99,583.23,151.58,431.65,387.52,490.2,403.04,-446.07,-849.11,-196.71
O005541,P0076,3,393.31,8.82,1179.93,104.07,1075.86,914.1,332.09,298.61,-170.3300000000001,-468.94,-43.59
O005541,P0073,1,11356.84,15.05,11356.84,1709.2,9647.64,8758.84,464.13,325.74,424.6699999999993,98.93,1.03
O005541,P0094,2,7018.96,10.76,14037.92,1510.48,12527.44,8590.78,58.23,49.35,3878.43,3829.08,30.57
O005542,P0116,3,1398.9,1.36,4196.7,57.08,4139.62,2618.97,277.42,251.92,1243.23,991.31,23.95
O005542,P0007,3,15044.28,17.33,45132.84,7821.52,37311.32,33918.9,357.35,248.33,3035.0699999999983,2786.74,7.47
O005543,P0010,1,5075.1,29.46,5075.1,1495.12,3579.98,3555.52,39.27,32.43,-14.809999999999967,-47.24,-1.32
O005544,P0043,2,10143.22,18.76,20286.44,3805.74,16480.7,12265.0,811.06,661.18,3404.640000000001,2743.46,16.65
O005544,P0109,1,2918.02,2.17,2918.02,63.32,2854.7,2432.61,1160.52,790.37,-738.4300000000003,-1528.8,-53.55
O005544,P0070,1,137.81,14.02,137.81,19.32,118.49,84.26,500.15,430.2,-465.91999999999996,-896.12,-756.28
O005544,P0009,2,13095.23,5.95,26190.46,1558.33,24632.13,16228.96,475.61,390.03,7927.560000000002,7537.53,30.6
O005545,P0108,3,8356.62,4.17,25069.86,1045.41,24024.45,16673.28,123.64,77.6,7227.530000000002,7149.93,29.76
O005545,P0004,5,3111.76,10.5,15558.8,1633.67,13925.13,11025.1,697.54,546.83,2202.489999999999,1655.66,11.89
O005546,P0107,1,12272.12,18.66,12272.12,2289.98,9982.14,8663.9,424.56,282.99,893.6799999999998,610.69,6.12
O005546,P0061,3,4727.51,21.64,14182.53,3069.1,11113.43,8774.04,135.34,120.35,2204.0499999999993,2083.7,18.75
O005546,P0018,4,358.1,9.46,1432.4,135.51,1296.89,1117.92,489.31,370.09,-310.34,-680.43,-52.47
O005547,P0067,1,311.59,11.1,311.59,34.59,277.0,236.12,40.75,35.67,0.12999999999999545,-35.54,-12.83
O005547,P0009,1,13095.23,32.0,13095.23,4190.47,8904.76,8114.48,785.54,702.71,4.740000000000691,-697.97,-7.84
O005548,P0003,3,216.76,14.97,650.28,97.35,552.93,540.87,299.61,249.65,-287.55000000000007,-537.2,-97.16
O005548,P0014,2,19566.14,4.39,39132.28,1717.91,37414.37,30042.9,537.1,433.48,6834.370000000001,6400.89,17.11
O005548,P0010,2,5075.1,6.9,10150.2,700.36,9449.84,7111.04,312.36,232.29,2026.44,1794.15,18.99
O005549,P0122,1,27444.4,23.05,27444.4,6325.93,21118.47,25029.77,1170.08,1000.63,-5081.379999999999,-6082.01,-28.8
O005550,P0114,1,6215.19,13.0,6215.19,807.97,5407.22,5005.29,95.65,72.19,306.2800000000003,234.09,4.33
O005550,P0010,4,5075.1,13.42,20300.4,2724.31,17576.09,14222.08,144.72,118.32,3209.2900000000004,3090.97,17.59
O005550,P0132,6,294.93,17.64,1769.58,312.15,1457.43,1270.08,877.44,621.94,-690.0899999999999,-1312.03,-90.02
O005551,P0109,2,2918.02,8.44,5836.04,492.56,5343.48,4865.22,397.66,339.26,80.59999999999928,-258.66,-4.84
O005551,P0063,3,5367.44,7.39,16102.32,1189.96,14912.36,9583.86,305.84,250.99,5022.66,4771.67,32.0
O005552,P0086,3,3194.84,8.72,9584.52,835.77,8748.75,5854.53,43.12,31.71,2851.1000000000004,2819.39,32.23
O005552,P0003,2,216.76,3.0,433.52,13.01,420.51,360.58,152.11,98.83,-92.18,-191.01,-45.42
O005552,P0019,1,203.14,32.0,203.14,65.0,138.14,156.5,218.85,158.21,-237.21,-395.42,-286.25
O005552,P0120,5,174.46,26.96,872.3,235.17,637.13,660.2,68.97,52.33,-92.04000000000005,-144.37,-22.66
O005553,P0006,3,2884.06,15.97,8652.18,1381.75,7270.43,5942.25,256.74,201.19,1071.4400000000003,870.25,11.97
O005554,P0009,3,13095.23,2.97,39285.69,1166.78,38118.91,24343.44,39.64,29.5,13735.830000000005,13706.33,35.96
O005555,P0001,4,11190.99,14.03,44763.96,6280.38,38483.58,28971.08,58.3,49.72,9454.2,9404.48,24.44
O005555,P0084,1,4981.49,19.06,4981.49,949.47,4032.02,3174.05,263.16,189.34,594.8099999999997,405.47,10.06
O005555,P0117,1,4322.51,6.89,4322.51,297.82,4024.69,3125.1,131.42,88.19,768.1700000000002,679.98,16.9
O005556,P0119,2,4024.67,12.58,8049.34,1012.61,7036.73,5268.12,392.94,292.29,1375.6699999999996,1083.38,15.4
O005557,P0080,2,1487.1,8.16,2974.2,242.69,2731.51,2411.82,243.66,198.4,76.03000000000006,-122.37,-4.48
O005558,P0064,1,611.19,18.31,611.19,111.91,499.28,414.97,252.27,178.93,-167.96000000000006,-346.89,-69.48
O005559,P0041,2,10224.7,7.26,20449.4,1484.63,18964.77,17065.66,91.92,69.79,1807.1900000000005,1737.4,9.16
O005560,P0077,3,4694.66,5.08,14083.98,715.47,13368.51,8793.6,366.55,245.93,4208.36,3962.43,29.64
O005560,P0003,2,216.76,10.72,433.52,46.47,387.05,360.58,195.14,156.27,-168.66999999999996,-324.94,-83.95
O005560,P0117,4,4322.51,15.0,17290.04,2593.51,14696.53,12500.4,135.69,111.54,2060.440000000001,1948.9,13.26
O005561,P0018,1,358.1,18.88,358.1,67.61,290.49,279.48,808.26,635.28,-797.25,-1432.53,-493.14
O005561,P0088,3,13302.92,7.75,39908.76,3092.93,36815.83,31871.49,43.12,38.0,4901.22,4863.22,13.21
O005561,P0137,2,223.97,14.23,447.94,63.74,384.2,305.7,100.9,65.69,-22.400000000000006,-88.09,-22.93
O005562,P0007,2,15044.28,13.52,30088.56,4067.97,26020.59,22612.6,267.04,185.94,3140.9500000000016,2955.01,11.36
O005562,P0067,2,311.59,8.13,623.18,50.66,572.52,472.24,190.7,168.83,-90.42000000000002,-259.25,-45.28
O005562,P0105,3,4639.49,9.77,13918.47,1359.83,12558.64,10091.43,403.38,319.13,2063.829999999999,1744.7,13.89
O005562,P0073,1,11356.84,9.71,11356.84,1102.75,10254.09,8758.84,46.21,29.94,1449.04,1419.1,13.84
O005562,P0004,2,3111.76,15.47,6223.52,962.78,5260.74,4410.04,341.34,219.76,509.35999999999984,289.6,5.5
O005563,P0058,1,4996.63,20.93,4996.63,1045.79,3950.84,3811.71,105.53,82.65,33.60000000000011,-49.05,-1.24
O005563,P0005,1,466.92,10.45,466.92,48.79,418.13,305.29,444.63,392.48,-331.79,-724.27,-173.22
O005563,P0063,3,5367.44,2.86,16102.32,460.53,15641.79,9583.86,114.6,103.67,5943.33,5839.66,37.33
O005564,P0100,2,269.16,29.19,538.32,157.14,381.18,358.84,231.94,187.27,-209.59999999999997,-396.87,-104.12
O005564,P0064,1,611.19,4.19,611.19,25.61,585.58,414.97,288.47,200.08,-117.86000000000001,-317.94,-54.29
O005564,P0001,1,11190.99,9.83,11190.99,1100.07,10090.92,7242.77,495.96,338.68,2352.1899999999996,2013.51,19.95
O005564,P0119,1,4024.67,14.89,4024.67,599.27,3425.4,2634.06,104.91,93.87,686.4300000000002,592.56,17.3
O005564,P0075,3,663.9,21.6,1991.7,430.21,1561.49,1317.0,185.27,130.45,59.22,-71.23,-4.56
O005565,P0005,4,466.92,22.68,1867.68,423.59,1444.09,1221.16,98.8,85.95,124.12999999999984,38.18,2.64
O005565,P0019,2,203.14,31.98,406.28,129.93,276.35,313.0,153.71,128.55,-190.35999999999999,-318.91,-115.4
O005566,P0039,2,336.22,12.86,672.44,86.48,585.96,390.86,260.15,215.58,-65.04999999999995,-280.63,-47.89
O005566,P0065,2,345.88,16.6,691.76,114.83,576.93,412.96,131.03,105.09,32.93999999999997,-72.15,-12.51
O005567,P0064,1,611.19,13.23,611.19,80.86,530.33,414.97,72.96,65.99,42.40000000000002,-23.59,-4.45
O005567,P0037,3,3389.93,8.34,10169.79,848.16,9321.63,6039.03,86.92,58.41,3195.6799999999994,3137.27,33.66
O005568,P0116,1,1398.9,13.97,1398.9,195.43,1203.47,872.99,632.79,406.89,-302.30999999999995,-709.2,-58.93
O005568,P0096,1,354.67,5.41,354.67,19.19,335.48,257.68,199.37,149.86,-121.57,-271.43,-80.91
O005568,P0086,1,3194.84,3.43,3194.84,109.58,3085.26,1951.51,177.56,120.61,956.1900000000003,835.58,27.08
O005569,P0083,2,12868.65,4.51,25737.3,1160.75,24576.55,20213.56,421.87,364.5,3941.119999999998,3576.62,14.55
O005570,P0007,1,15044.28,6.66,15044.28,1001.95,14042.33,11306.3,662.25,527.04,2073.7800000000007,1546.74,11.01
O005571,P0112,1,6199.85,3.32,6199.85,205.84,5994.01,3953.09,335.2,231.75,1705.72,1473.97,24.59
O005571,P0030,4,13469.52,9.75,53878.08,5253.11,48624.97,31643.08,121.13,91.46,16860.76,16769.3,34.49
O005572,P0104,1,174.57,12.5,174.57,21.82,152.75,137.1,130.85,114.71,-115.19999999999999,-229.91,-150.51
O005572,P0004,2,3111.76,6.36,6223.52,395.82,5827.7,4410.04,423.53,352.72,994.1299999999999,641.41,11.01
O005572,P0026,3,479.5,12.79,1438.5,183.98,1254.52,1064.43,258.85,226.52,-68.7600000000001,-295.28,-23.54
O005573,P0034,3,10596.8,11.44,31790.4,3636.82,28153.58,19024.47,38.5,25.78,9090.61,9064.83,32.2
O005573,P0134,1,8683.5,26.03,8683.5,2260.32,6423.18,6844.04,38.5,29.75,-459.3599999999997,-489.11,-7.61
O005573,P0006,2,2884.06,16.04,5768.12,925.21,4842.91,3961.5,743.94,555.35,137.4699999999998,-417.88,-8.63
O005574,P0085,1,1011.81,8.31,1011.81,84.08,927.73,606.38,303.96,222.26,17.390000000000043,-204.87,-22.08
O005574,P0049,3,4840.93,32.0,14522.79,4647.29,9875.5,10678.89,190.17,120.77,-993.5599999999994,-1114.33,-11.28
O005575,P0017,1,6610.48,26.5,6610.48,1751.78,4858.7,4900.62,456.46,386.83,-498.38000000000005,-885.21,-18.22
O005576,P0070,2,137.81,32.0,275.62,88.2,187.42,168.52,232.61,169.91,-213.71000000000004,-383.62,-204.68
O005576,P0013,1,4904.4,16.8,4904.4,823.94,4080.46,2863.4,43.12,29.02,1173.94,1144.92,28.06
O005576,P0071,3,479.01,4.78,1437.03,68.69,1368.34,1043.4,158.21,132.47,166.72999999999982,34.26,2.5
O005577,P0027,4,365.91,5.48,1463.64,80.21,1383.43,859.92,264.73,174.94,258.7800000000001,83.84,6.06
O005577,P0033,3,1244.13,6.77,3732.39,252.68,3479.71,2553.99,236.99,165.07,688.7300000000002,523.66,15.05
O005578,P0039,1,336.22,14.94,336.22,50.23,285.99,195.43,276.11,181.97,-185.55,-367.52,-128.51
O005578,P0077,3,4694.66,5.33,14083.98,750.68,13333.3,8793.6,624.47,527.63,3915.2299999999987,3387.6,25.41
O005578,P0103,1,457.19,2.4,457.19,10.97,446.22,335.77,224.93,157.71,-114.47999999999996,-272.19,-61.0
O005579,P0021,3,2035.78,9.92,6107.34,605.85,5501.49,4903.29,355.68,264.08,242.5199999999998,-21.56,-0.39
O005580,P0001,2,11190.99,7.68,22381.98,1718.94,20663.04,14485.54,490.45,417.92,5687.05,5269.13,25.5
O005580,P0014,1,19566.14,12.74,19566.14,2492.73,17073.41,15021.45,285.22,183.37,1766.739999999999,1583.37,9.27
O005580,P0111,1,3837.79,15.35,3837.79,589.1,3248.69,2824.96,491.27,334.37,-67.53999999999996,-401.91,-12.37
O005580,P0051,3,8998.6,12.36,26995.8,3336.68,23659.12,21388.59,125.72,110.11,2144.809999999999,2034.7,8.6
O005581,P0077,1,4694.66,9.91,4694.66,465.24,4229.42,2931.2,415.59,372.69,882.6300000000003,509.94,12.06
O005582,P0068,2,7364.4,8.95,14728.8,1318.23,13410.57,9993.48,215.61,178.94,3201.48,3022.54,22.54
O005582,P0018,3,358.1,22.2,1074.3,238.49,835.81,838.44,657.68,544.29,-660.3100000000001,-1204.6,-144.12
O005583,P0113,6,17008.53,29.81,102051.18,30421.46,71629.72,84390.54,365.47,327.39,-13126.289999999992,-13453.68,-18.78
O005583,P0104,2,174.57,0.65,349.14,2.27,346.87,274.2,89.64,64.92,-16.969999999999985,-81.89,-23.61
O005584,P0012,3,1254.01,27.1,3762.03,1019.51,2742.52,2470.95,1545.54,1274.51,-1273.9699999999998,-2548.48,-92.92
O005584,P0077,4,4694.66,30.69,18778.64,5763.16,13015.48,11724.8,178.86,162.64,1111.8200000000002,949.18,7.29
O005584,P0041,5,10224.7,18.03,51123.5,9217.57,41905.93,42664.15,110.83,75.56,-869.0500000000012,-944.61,-2.25
O005584,P0034,1,10596.8,6.41,10596.8,679.25,9917.55,6341.49,449.81,387.65,3126.2499999999995,2738.6,27.61
O005584,P0016,2,13825.04,12.6,27650.08,3483.91,24166.17,19386.12,335.94,270.01,4444.11,4174.1,17.27
O005585,P0131,1,1696.1,7.41,1696.1,125.68,1570.42,1093.1,142.57,92.43,334.75000000000017,242.32,15.43
O005585,P0080,1,1487.1,22.0,1487.1,327.16,1159.94,1205.91,248.3,217.39,-294.27000000000004,-511.66,-44.11
O005585,P0044,1,13270.91,23.02,13270.91,3054.96,10215.95,10186.7,62.06,43.69,-32.81,-76.5,-0.75
O005586,P0001,2,11190.99,13.69,22381.98,3064.09,19317.89,14485.54,217.15,196.32,4615.199999999999,4418.88,22.87
O005587,P0064,2,611.19,1.13,1222.38,13.81,1208.57,829.94,519.39,457.05,-140.7600000000001,-597.81,-49.46
O005587,P0045,1,1944.97,12.64,1944.97,245.84,1699.13,1267.98,79.33,50.96,351.8200000000001,300.86,17.71
O005587,P0024,1,1084.37,16.75,1084.37,181.63,902.74,885.24,87.88,63.01,-70.38,-133.39,-14.78
O005587,P0002,1,12946.32,16.02,12946.32,2074.0,10872.32,8395.91,432.52,342.61,2043.8899999999999,1701.28,15.65
O005588,P0022,1,15327.47,7.57,15327.47,1160.29,14167.18,9898.12,260.44,226.06,4008.6199999999994,3782.56,26.7
O005589,P0066,1,461.93,12.5,461.93,57.74,404.19,356.12,422.66,364.34,-374.59000000000003,-738.93,-182.82
O005590,P0083,1,12868.65,7.25,12868.65,932.98,11935.67,10106.78,162.03,140.56,1666.8599999999994,1526.3,12.79
