snapshot_date,product_id,inventory_units,reorder_level,inventory_value
2023-10-01,P0039,423,38,82666.89
2023-11-01,P0039,366,20,71527.38
2023-12-01,P0039,424,52,82862.32
2024-01-01,P0039,295,40,57651.85
2024-02-01,P0039,412,67,80517.16
2024-03-01,P0039,262,73,51202.66
2024-04-01,P0039,412,51,80517.16
2024-05-01,P0039,413,58,80712.59
2024-06-01,P0039,303,58,59215.29
2024-07-01,P0039,356,44,69573.08
2024-08-01,P0039,229,28,44753.47
2024-09-01,P0039,334,43,65273.62
2024-10-01,P0039,402,35,78562.86
2024-11-01,P0039,329,74,64296.47
2024-12-01,P0039,404,23,78953.72
2025-01-01,P0039,365,27,71331.95
2025-02-01,P0039,337,79,65859.91
2025-03-01,P0039,279,45,54524.97
2025-04-01,P0039,360,69,70354.8
2025-05-01,P0039,289,23,56479.27
2025-06-01,P0039,228,70,44558.04
2025-07-01,P0039,295,89,57651.85
2025-08-01,P0039,437,39,85402.91
2025-09-01,P0039,297,90,58042.71
2025-10-01,P0039,320,78,62537.6
2025-11-01,P0039,438,22,85598.34
2025-12-01,P0039,359,22,70159.37
2023-01-01,P0040,514,81,1417807.32
2023-02-01,P0040,366,70,1009567.08
2023-03-01,P0040,456,42,1257821.28
2023-04-01,P0040,371,62,1023358.98
2023-05-01,P0040,430,72,1186103.4
2023-06-01,P0040,487,42,1343331.06
2023-07-01,P0040,364,33,1004050.32
2023-08-01,P0040,301,55,830272.38
2023-09-01,P0040,464,43,1279888.32
2023-10-01,P0040,356,69,981983.28
2023-11-01,P0040,381,30,1050942.78
2023-12-01,P0040,388,56,1070251.44
2024-01-01,P0040,364,40,1004050.32
2024-02-01,P0040,250,65,689595.0
2024-03-01,P0040,487,28,1343331.06
2024-04-01,P0040,362,56,998533.56
2024-05-01,P0040,404,85,1114385.52
2024-06-01,P0040,445,72,1227479.1
2024-07-01,P0040,358,83,987500.04
2024-08-01,P0040,287,63,791655.06
2024-09-01,P0040,382,68,1053701.16
2024-10-01,P0040,349,89,962674.62
2024-11-01,P0040,263,47,725453.94
2024-12-01,P0040,464,70,1279888.32
2025-01-01,P0040,288,46,794413.44
2025-02-01,P0040,353,45,973708.14
2025-03-01,P0040,420,51,1158519.6
2025-04-01,P0040,246,30,678561.48
2025-05-01,P0040,315,51,868889.7
2025-06-01,P0040,297,45,819238.86
2025-07-01,P0040,445,50,1227479.1
2025-08-01,P0040,441,89,1216445.58
2025-09-01,P0040,457,42,1260579.66
2025-10-01,P0040,350,58,965433.0
2025-11-01,P0040,386,68,1064734.68
2025-12-01,P0040,458,69,1263338.04
2023-01-01,P0041,43,44,366911.69
2023-02-01,P0041,61,82,520502.63
2023-03-01,P0041,43,51,366911.69
2023-04-01,P0041,58,37,494904.14
2023-05-01,P0041,60,90,511969.8
2023-06-01,P0041,57,40,486371.31
2023-07-01,P0041,56,27,477838.48
2023-08-01,P0041,59,34,503436.97
2023-09-01,P0041,52,60,443707.16
2023-10-01,P0041,37,64,315714.71
2023-11-01,P0041,41,26,349846.03
2023-12-01,P0041,42,75,358378.86
2024-01-01,P0041,46,83,392510.18
2024-02-01,P0041,42,65,358378.86
2024-03-01,P0041,59,41,503436.97
2024-04-01,P0041,33,22,281583.39
2024-05-01,P0041,41,35,349846.03
2024-06-01,P0041,36,87,307181.88
2024-07-01,P0041,36,73,307181.88
2024-08-01,P0041,51,24,435174.33
2024-09-01,P0041,38,50,324247.54
2024-10-01,P0041,50,38,426641.5
2024-11-01,P0041,58,34,494904.14
2024-12-01,P0041,47,59,401043.01
2025-01-01,P0041,55,59,469305.65
2025-02-01,P0041,53,71,452239.99
2025-03-01,P0041,52,60,443707.16
2025-04-01,P0041,64,52,546101.12
2025-05-01,P0041,42,56,358378.86
2025-06-01,P0041,39,87,332780.37
2025-07-01,P0041,64,70,546101.12
2025-08-01,P0041,45,24,383977.35
2025-09-01,P0041,46,70,392510.18
2025-10-01,P0041,49,63,418108.67
2025-11-01,P0041,63,41,537568.29
2025-12-01,P0041,47,41,401043.01
2023-01-01,P0042,184,40,1254979.36
2023-02-01,P0042,265,27,1807443.1
2023-03-01,P0042,344,58,2346265.76
2023-04-01,P0042,261,51,1780160.94
2023-05-01,P0042,320,87,2182572.8
2023-06-01,P0042,345,29,2353086.3
2023-07-01,P0042,218,57,1486877.72
2023-08-01,P0042,245,31,1671032.3
2023-09-01,P0042,265,39,1807443.1
2023-10-01,P0042,264,28,1800622.56
2023-11-01,P0042,309,55,2107546.86
2023-12-01,P0042,255,66,1739237.7
2024-01-01,P0042,240,62,1636929.6
2024-02-01,P0042,263,73,1793802.02
2024-03-01,P0042,210,73,1432313.4
2024-04-01,P0042,228,57,1555083.12
2024-05-01,P0042,318,55,2168931.72
2024-06-01,P0042,261,66,1780160.94
2024-07-01,P0042,321,80,2189393.34
2024-08-01,P0042,258,78,1759699.32
2024-09-01,P0042,317,39,2162111.18
2024-10-01,P0042,329,26,2243957.66
2024-11-01,P0042,262,20,1786981.48
2024-12-01,P0042,367,22,2503138.18
2025-01-01,P0042,310,67,2114367.4
2025-02-01,P0042,286,22,1950674.44
2025-03-01,P0042,278,85,1896110.12
2025-04-01,P0042,277,25,1889289.58
2025-05-01,P0042,285,53,1943853.9
2025-06-01,P0042,249,65,1698314.46
2025-07-01,P0042,127,88,866208.58
2025-08-01,P0042,320,65,2182572.8
2025-09-01,P0042,294,55,2005238.76
2025-10-01,P0042,302,39,2059803.08
2025-11-01,P0042,275,84,1875648.5
2025-12-01,P0042,193,62,1316364.22
2023-01-01,P0043,115,47,705237.5
2023-02-01,P0043,157,31,962802.5
2023-03-01,P0043,100,61,613250.0
2023-04-01,P0043,177,88,1085452.5
2023-05-01,P0043,87,86,533527.5
2023-06-01,P0043,144,44,883080.0
2023-07-01,P0043,131,36,803357.5
2023-08-01,P0043,130,38,797225.0
2023-09-01,P0043,128,58,784960.0
2023-10-01,P0043,122,40,748165.0
2023-11-01,P0043,148,90,907610.0
2023-12-01,P0043,105,53,643912.5
2024-01-01,P0043,138,76,846285.0
2024-02-01,P0043,114,46,699105.0
2024-03-01,P0043,136,88,834020.0
2024-04-01,P0043,116,69,711370.0
2024-05-01,P0043,140,73,858550.0
2024-06-01,P0043,101,70,619382.5
2024-07-01,P0043,121,28,742032.5
2024-08-01,P0043,125,73,766562.5
2024-09-01,P0043,187,23,1146777.5
2024-10-01,P0043,138,29,846285.0
2024-11-01,P0043,125,24,766562.5
2024-12-01,P0043,138,79,846285.0
2025-01-01,P0043,113,59,692972.5
2025-02-01,P0043,155,64,950537.5
2025-03-01,P0043,138,21,846285.0
2025-04-01,P0043,145,89,889212.5
2025-05-01,P0043,133,65,815622.5
2025-06-01,P0043,141,53,864682.5
2025-07-01,P0043,136,31,834020.0
2025-08-01,P0043,121,66,742032.5
2025-09-01,P0043,170,80,1042525.0
2025-10-01,P0043,122,65,748165.0
2025-11-01,P0043,141,71,864682.5
2025-12-01,P0043,118,28,723635.0
2023-01-01,P0044,301,61,3066196.7
2023-02-01,P0044,259,80,2638355.3
2023-03-01,P0044,357,43,3636651.9
2023-04-01,P0044,249,33,2536488.3
2023-05-01,P0044,301,81,3066196.7
2023-06-01,P0044,266,86,2709662.2
2023-07-01,P0044,422,54,4298787.4
2023-08-01,P0044,350,20,3565345.0
2023-09-01,P0044,409,39,4166360.3
2023-10-01,P0044,346,68,3524598.2
2023-11-01,P0044,321,71,3269930.7
2023-12-01,P0044,407,82,4145986.9
2024-01-01,P0044,362,71,3687585.4
2024-02-01,P0044,353,60,3595905.1
2024-03-01,P0044,271,55,2760595.7
2024-04-01,P0044,368,48,3748705.6
2024-05-01,P0044,304,87,3096756.8
2024-06-01,P0044,239,84,2434621.3
2024-07-01,P0044,402,61,4095053.4
2024-08-01,P0044,261,44,2658728.7
2024-09-01,P0044,296,84,3015263.2
2024-10-01,P0044,315,24,3208810.5
2024-11-01,P0044,216,61,2200327.2
2024-12-01,P0044,315,45,3208810.5
2025-01-01,P0044,394,45,4013559.8
2025-02-01,P0044,338,53,3443104.6
2025-03-01,P0044,349,47,3555158.3
2025-04-01,P0044,182,39,1853979.4
2025-05-01,P0044,290,68,2954143.0
2025-06-01,P0044,226,63,2302194.2
2025-07-01,P0044,183,84,1864166.1
2025-08-01,P0044,342,90,3483851.4
2025-09-01,P0044,329,43,3351424.3
2025-10-01,P0044,311,80,3168063.7
2025-11-01,P0044,233,72,2373501.1
2025-12-01,P0044,309,84,3147690.3
2023-01-01,P0045,265,35,336014.7
2023-02-01,P0045,306,64,388001.88
2023-03-01,P0045,315,21,399413.7
2023-04-01,P0045,283,88,358838.34
2023-05-01,P0045,348,84,441257.04
2023-06-01,P0045,313,65,396877.74
2023-07-01,P0045,366,26,464080.68
2023-08-01,P0045,203,26,257399.94
2023-09-01,P0045,276,41,349962.48
2023-10-01,P0045,382,26,484368.36
2023-11-01,P0045,273,82,346158.54
2023-12-01,P0045,323,77,409557.54
2024-01-01,P0045,367,73,465348.66
2024-02-01,P0045,343,65,434917.14
2024-03-01,P0045,328,89,415897.44
2024-04-01,P0045,359,37,455204.82
2024-05-01,P0045,266,88,337282.68
2024-06-01,P0045,206,26,261203.88
2024-07-01,P0045,311,78,394341.78
2024-08-01,P0045,283,38,358838.34
2024-09-01,P0045,306,83,388001.88
2024-10-01,P0045,263,50,333478.74
2024-11-01,P0045,419,67,531283.62
2024-12-01,P0045,211,89,267543.78
2025-01-01,P0045,282,75,357570.36
2025-02-01,P0045,224,76,284027.52
2025-03-01,P0045,427,58,541427.46
2025-04-01,P0045,277,38,351230.46
2025-05-01,P0045,400,86,507192.0
2025-06-01,P0045,390,24,494512.2
2025-07-01,P0045,296,63,375322.08
2025-08-01,P0045,364,86,461544.72
2025-09-01,P0045,349,87,442525.02
2025-10-01,P0045,350,75,443793.0
2025-11-01,P0045,295,33,374054.1
2025-12-01,P0045,319,62,404485.62
2023-01-01,P0046,65,44,230449.7
2023-02-01,P0046,48,20,170178.24
2023-03-01,P0046,51,31,180814.38
2023-04-01,P0046,47,50,166632.86
2023-05-01,P0046,40,80,141815.2
2023-06-01,P0046,55,30,194995.9
2023-07-01,P0046,31,41,109906.78
2023-08-01,P0046,61,88,216268.18
2023-09-01,P0046,39,50,138269.82
2023-10-01,P0046,45,83,159542.1
2023-11-01,P0046,51,24,180814.38
2023-12-01,P0046,47,25,166632.86
2024-01-01,P0046,54,22,191450.52
2024-02-01,P0046,56,39,198541.28
2024-03-01,P0046,38,82,134724.44
2024-04-01,P0046,50,44,177269.0
2024-05-01,P0046,43,74,152451.34
2024-06-01,P0046,59,48,209177.42
2024-07-01,P0046,67,78,237540.46
2024-08-01,P0046,53,48,187905.14
2024-09-01,P0046,31,63,109906.78
2024-10-01,P0046,52,89,184359.76
2024-11-01,P0046,38,56,134724.44
2024-12-01,P0046,50,52,177269.0
2025-01-01,P0046,59,31,209177.42
2025-02-01,P0046,38,53,134724.44
2025-03-01,P0046,55,50,194995.9
2025-04-01,P0046,57,79,202086.66
2025-05-01,P0046,43,39,152451.34
2025-06-01,P0046,22,63,77998.36
2025-07-01,P0046,58,84,205632.04
2025-08-01,P0046,46,52,163087.48
2025-09-01,P0046,50,55,177269.0
2025-10-01,P0046,57,33,202086.66
2025-11-01,P0046,58,37,205632.04
2025-12-01,P0046,39,37,138269.82
2023-01-01,P0047,296,38,997641.36
2023-02-01,P0047,251,89,845972.91
2023-03-01,P0047,319,62,1075160.79
2023-04-01,P0047,343,24,1156050.63
2023-05-01,P0047,315,42,1061679.15
2023-06-01,P0047,319,81,1075160.79
2023-07-01,P0047,255,55,859454.55
2023-08-01,P0047,273,53,920121.93
2023-09-01,P0047,378,26,1274014.98
2023-10-01,P0047,304,72,1024604.64
2023-11-01,P0047,322,24,1085272.02
2023-12-01,P0047,319,70,1075160.79
2024-01-01,P0047,309,77,1041456.69
2024-02-01,P0047,265,86,893158.65
2024-03-01,P0047,277,50,933603.57
2024-04-01,P0047,307,79,1034715.87
2024-05-01,P0047,208,25,701045.28
2024-06-01,P0047,303,49,1021234.23
2024-07-01,P0047,258,45,869565.78
2024-08-01,P0047,331,69,1115605.71
2024-09-01,P0047,352,83,1186384.32
2024-10-01,P0047,399,73,1344793.59
2024-11-01,P0047,437,78,1472869.17
2024-12-01,P0047,342,32,1152680.22
2025-01-01,P0047,260,42,876306.6
2025-02-01,P0047,312,38,1051567.92
2025-03-01,P0047,182,44,613414.62
2025-04-01,P0047,338,78,1139198.58
2025-05-01,P0047,225,48,758342.25
2025-06-01,P0047,352,37,1186384.32
2025-07-01,P0047,349,40,1176273.09
2025-08-01,P0047,228,24,768453.48
2025-09-01,P0047,301,46,1014493.41
2025-10-01,P0047,192,27,647118.72
2025-11-01,P0047,219,79,738119.79
2025-12-01,P0047,308,67,1038086.28
2023-01-01,P0048,59,66,93899.09
2023-02-01,P0048,35,80,55702.85
2023-03-01,P0048,60,27,95490.6
2023-04-01,P0048,51,37,81167.01
2023-05-01,P0048,45,74,71617.95
2023-06-01,P0048,32,74,50928.32
2023-07-01,P0048,34,25,54111.34
2023-08-01,P0048,47,80,74800.97
2023-09-01,P0048,38,24,60477.38
2023-10-01,P0048,38,42,60477.38
2023-11-01,P0048,41,86,65251.91
2023-12-01,P0048,31,25,49336.81
2024-01-01,P0048,42,78,66843.42
2024-02-01,P0048,37,90,58885.87
2024-03-01,P0048,52,30,82758.52
2024-04-01,P0048,48,40,76392.48
2024-05-01,P0048,39,30,62068.89
2024-06-01,P0048,55,71,87533.05
2024-07-01,P0048,52,23,82758.52
2024-08-01,P0048,43,59,68434.93
2024-09-01,P0048,30,24,47745.3
2024-10-01,P0048,44,35,70026.44
2024-11-01,P0048,51,40,81167.01
2024-12-01,P0048,52,73,82758.52
2025-01-01,P0048,41,63,65251.91
2025-02-01,P0048,46,26,73209.46
2025-03-01,P0048,53,24,84350.03
2025-04-01,P0048,43,49,68434.93
2025-05-01,P0048,39,28,62068.89
2025-06-01,P0048,51,66,81167.01
2025-07-01,P0048,49,68,77983.99
2025-08-01,P0048,43,89,68434.93
2025-09-01,P0048,51,45,81167.01
2025-10-01,P0048,37,59,58885.87
2025-11-01,P0048,45,46,71617.95
2025-12-01,P0048,39,55,62068.89
2023-01-01,P0049,295,32,1050090.85
2023-02-01,P0049,262,35,932623.06
2023-03-01,P0049,182,46,647852.66
2023-04-01,P0049,333,60,1185356.79
2023-05-01,P0049,299,33,1064329.37
2023-06-01,P0049,292,44,1039411.96
2023-07-01,P0049,281,65,1000256.03
2023-08-01,P0049,330,38,1174677.9
2023-09-01,P0049,282,83,1003815.66
2023-10-01,P0049,201,53,715485.63
2023-11-01,P0049,269,69,957540.47
2023-12-01,P0049,252,90,897026.76
2024-01-01,P0049,239,32,850751.57
2024-02-01,P0049,326,74,1160439.38
2024-03-01,P0049,359,39,1277907.17
2024-04-01,P0049,295,20,1050090.85
2024-05-01,P0049,234,39,832953.42
2024-06-01,P0049,339,75,1206714.57
2024-07-01,P0049,172,86,612256.36
2024-08-01,P0049,253,84,900586.39
2024-09-01,P0049,280,47,996696.4
2024-10-01,P0049,197,76,701247.11
2024-11-01,P0049,225,31,800916.75
2024-12-01,P0049,237,64,843632.31
2025-01-01,P0049,302,81,1075008.26
2025-02-01,P0049,269,31,957540.47
2025-03-01,P0049,263,54,936182.69
2025-04-01,P0049,243,22,864990.09
2025-05-01,P0049,286,71,1018054.18
2025-06-01,P0049,318,41,1131962.34
2025-07-01,P0049,255,58,907705.65
2025-08-01,P0049,304,83,1082127.52
2025-09-01,P0049,309,35,1099925.67
2025-10-01,P0049,246,34,875668.98
2025-11-01,P0049,276,38,982457.88
2025-12-01,P0049,300,51,1067889.0
2023-01-01,P0050,184,32,947918.32
2023-02-01,P0050,223,79,1148835.79
2023-03-01,P0050,227,49,1169442.71
2023-04-01,P0050,167,63,860338.91
2023-05-01,P0050,183,62,942766.59
2023-06-01,P0050,182,82,937614.86
2023-07-01,P0050,173,39,891249.29
2023-08-01,P0050,256,59,1318842.88
2023-09-01,P0050,216,56,1112773.68
2023-10-01,P0050,228,44,1174594.44
2023-11-01,P0050,337,78,1736133.01
2023-12-01,P0050,159,69,819125.07
2024-01-01,P0050,230,44,1184897.9
2024-02-01,P0050,142,28,731545.66
2024-03-01,P0050,176,45,906704.48
2024-04-01,P0050,234,29,1205504.82
2024-05-01,P0050,180,27,927311.4
2024-06-01,P0050,250,89,1287932.5
2024-07-01,P0050,175,67,901552.75
2024-08-01,P0050,242,64,1246718.66
2024-09-01,P0050,266,75,1370360.18
2024-10-01,P0050,207,25,1066408.11
2024-11-01,P0050,230,59,1184897.9
2024-12-01,P0050,242,30,1246718.66
2025-01-01,P0050,270,83,1390967.1
2025-02-01,P0050,192,70,989132.16
2025-03-01,P0050,222,64,1143684.06
2025-04-01,P0050,332,57,1710374.36
2025-05-01,P0050,219,58,1128228.87
2025-06-01,P0050,238,28,1226111.74
2025-07-01,P0050,239,77,1231263.47
2025-08-01,P0050,203,80,1045801.19
2025-09-01,P0050,143,76,736697.39
2025-10-01,P0050,236,67,1215808.28
2025-11-01,P0050,160,88,824276.8
2025-12-01,P0050,240,37,1236415.2
2023-01-01,P0051,146,32,1040911.38
2023-02-01,P0051,152,74,1083688.56
2023-03-01,P0051,151,62,1076559.03
2023-04-01,P0051,140,88,998134.2
2023-05-01,P0051,160,73,1140724.8
2023-06-01,P0051,120,54,855543.6
2023-07-01,P0051,167,78,1190631.51
2023-08-01,P0051,108,25,769989.24
2023-09-01,P0051,161,42,1147854.33
2023-10-01,P0051,116,74,827025.48
2023-11-01,P0051,115,23,819895.95
2023-12-01,P0051,118,30,841284.54
2024-01-01,P0051,131,75,933968.43
2024-02-01,P0051,156,90,1112206.68
2024-03-01,P0051,169,25,1204890.57
2024-04-01,P0051,119,52,848414.07
2024-05-01,P0051,129,80,919709.37
2024-06-01,P0051,107,54,762859.71
2024-07-01,P0051,183,45,1304703.99
2024-08-01,P0051,138,72,983875.14
2024-09-01,P0051,146,56,1040911.38
2024-10-01,P0051,149,68,1062299.97
2024-11-01,P0051,158,27,1126465.74
2024-12-01,P0051,122,66,869802.66
2025-01-01,P0051,107,56,762859.71
2025-02-01,P0051,110,71,784248.3
2025-03-01,P0051,181,49,1290444.93
2025-04-01,P0051,143,63,1019522.79
2025-05-01,P0051,152,55,1083688.56
2025-06-01,P0051,159,30,1133595.27
2025-07-01,P0051,143,61,1019522.79
2025-08-01,P0051,126,51,898320.78
2025-09-01,P0051,135,25,962486.55
2025-10-01,P0051,130,60,926838.9
2025-11-01,P0051,122,44,869802.66
2025-12-01,P0051,197,87,1404517.41
2023-01-01,P0052,218,50,1722725.38
2023-02-01,P0052,272,81,2149455.52
2023-03-01,P0052,245,79,1936090.45
2023-04-01,P0052,160,41,1264385.6
2023-05-01,P0052,261,67,2062529.01
2023-06-01,P0052,274,47,2165260.34
2023-07-01,P0052,163,40,1288092.83
2023-08-01,P0052,205,28,1619994.05
2023-09-01,P0052,266,58,2102041.06
2023-10-01,P0052,273,75,2157357.93
2023-11-01,P0052,359,74,2836965.19
2023-12-01,P0052,222,87,1754335.02
2024-01-01,P0052,281,64,2220577.21
2024-02-01,P0052,243,29,1920285.63
2024-03-01,P0052,211,38,1667408.51
2024-04-01,P0052,186,71,1469848.26
2024-05-01,P0052,277,82,2188967.57
2024-06-01,P0052,255,48,2015114.55
2024-07-01,P0052,230,22,1817554.3
2024-08-01,P0052,206,87,1627896.46
2024-09-01,P0052,218,75,1722725.38
2024-10-01,P0052,205,52,1619994.05
2024-11-01,P0052,262,49,2070431.42
2024-12-01,P0052,258,87,2038821.78
2025-01-01,P0052,227,44,1793847.07
2025-02-01,P0052,233,82,1841261.53
2025-03-01,P0052,235,52,1857066.35
2025-04-01,P0052,349,25,2757941.09
2025-05-01,P0052,255,40,2015114.55
2025-06-01,P0052,279,66,2204772.39
2025-07-01,P0052,166,61,1311800.06
2025-08-01,P0052,173,42,1367116.93
2025-09-01,P0052,147,88,1161654.27
2025-10-01,P0052,230,54,1817554.3
2025-11-01,P0052,258,24,2038821.78
2025-12-01,P0052,286,27,2260089.26
2023-01-01,P0053,144,66,375638.4
2023-02-01,P0053,119,47,310423.4
2023-03-01,P0053,139,38,362595.4
2023-04-01,P0053,141,54,367812.6
2023-05-01,P0053,111,56,289554.6
2023-06-01,P0053,144,60,375638.4
2023-07-01,P0053,180,76,469548.0
2023-08-01,P0053,137,72,357378.2
2023-09-01,P0053,163,84,425201.8
2023-10-01,P0053,152,88,396507.2
2023-11-01,P0053,108,51,281728.8
2023-12-01,P0053,175,46,456505.0
2024-01-01,P0053,152,61,396507.2
2024-02-01,P0053,90,31,234774.0
2024-03-01,P0053,123,70,320857.8
2024-04-01,P0053,152,70,396507.2
2024-05-01,P0053,103,24,268685.8
2024-06-01,P0053,125,83,326075.0
2024-07-01,P0053,121,81,315640.6
2024-08-01,P0053,123,44,320857.8
2024-09-01,P0053,145,86,378247.0
2024-10-01,P0053,150,74,391290.0
2024-11-01,P0053,150,70,391290.0
2024-12-01,P0053,158,78,412158.8
2025-01-01,P0053,172,44,448679.2
2025-02-01,P0053,168,79,438244.8
2025-03-01,P0053,117,85,305206.2
2025-04-01,P0053,161,88,419984.6
2025-05-01,P0053,98,72,255642.8
2025-06-01,P0053,178,89,464330.8
2025-07-01,P0053,165,69,430419.0
2025-08-01,P0053,143,77,373029.8
2025-09-01,P0053,121,33,315640.6
2025-10-01,P0053,166,78,433027.6
2025-11-01,P0053,110,33,286946.0
2025-12-01,P0053,168,44,438244.8
2023-01-01,P0054,133,21,1265439.14
2023-02-01,P0054,119,38,1132235.02
2023-03-01,P0054,133,49,1265439.14
2023-04-01,P0054,176,43,1674566.08
2023-05-01,P0054,100,72,951458.0
2023-06-01,P0054,129,82,1227380.82
2023-07-01,P0054,120,80,1141749.6
2023-08-01,P0054,131,42,1246409.98
2023-09-01,P0054,134,40,1274953.72
2023-10-01,P0054,154,81,1465245.32
2023-11-01,P0054,102,71,970487.16
2023-12-01,P0054,161,83,1531847.38
2024-01-01,P0054,129,38,1227380.82
2024-02-01,P0054,86,48,818253.88
2024-03-01,P0054,114,40,1084662.12
2024-04-01,P0054,135,47,1284468.3
2024-05-01,P0054,140,41,1332041.2
2024-06-01,P0054,125,20,1189322.5
2024-07-01,P0054,118,79,1122720.44
2024-08-01,P0054,148,63,1408157.84
2024-09-01,P0054,146,75,1389128.68
2024-10-01,P0054,120,87,1141749.6
2024-11-01,P0054,109,34,1037089.22
2024-12-01,P0054,98,29,932428.84
2025-01-01,P0054,124,65,1179807.92
2025-02-01,P0054,170,61,1617478.6
2025-03-01,P0054,177,80,1684080.66
2025-04-01,P0054,100,77,951458.0
2025-05-01,P0054,145,56,1379614.1
2025-06-01,P0054,127,53,1208351.66
2025-07-01,P0054,141,76,1341555.78
2025-08-01,P0054,194,69,1845828.52
2025-09-01,P0054,155,72,1474759.9
2025-10-01,P0054,165,32,1569905.7
2025-11-01,P0054,108,24,1027574.64
2025-12-01,P0054,80,33,761166.4
2023-01-01,P0055,234,42,618347.34
2023-02-01,P0055,339,29,895810.89
2023-03-01,P0055,309,23,816535.59
2023-04-01,P0055,232,88,613062.32
2023-05-01,P0055,275,50,726690.25
2023-06-01,P0055,261,27,689695.11
2023-07-01,P0055,191,38,504719.41
2023-08-01,P0055,263,57,694980.13
2023-09-01,P0055,310,65,819178.1
2023-10-01,P0055,283,25,747830.33
2023-11-01,P0055,187,20,494149.37
2023-12-01,P0055,166,59,438656.66
2024-01-01,P0055,321,71,848245.71
2024-02-01,P0055,279,88,737260.29
2024-03-01,P0055,308,82,813893.08
2024-04-01,P0055,334,26,882598.34
2024-05-01,P0055,196,86,517931.96
2024-06-01,P0055,271,49,716120.21
2024-07-01,P0055,237,75,626274.87
2024-08-01,P0055,244,32,644772.44
2024-09-01,P0055,234,70,618347.34
2024-10-01,P0055,229,36,605134.79
2024-11-01,P0055,229,40,605134.79
2024-12-01,P0055,263,41,694980.13
2025-01-01,P0055,243,77,642129.93
2025-02-01,P0055,294,26,776897.94
2025-03-01,P0055,202,25,533787.02
2025-04-01,P0055,271,42,716120.21
2025-05-01,P0055,192,71,507361.92
2025-06-01,P0055,208,31,549642.08
2025-07-01,P0055,241,75,636844.91
2025-08-01,P0055,239,75,631559.89
2025-09-01,P0055,263,64,694980.13
2025-10-01,P0055,304,47,803323.04
2025-11-01,P0055,300,58,792753.0
2025-12-01,P0055,245,48,647414.95
2023-01-01,P0056,169,63,347827.35
2023-02-01,P0056,113,27,232570.95
2023-03-01,P0056,127,69,261385.05
2023-04-01,P0056,123,53,253152.45
2023-05-01,P0056,141,70,290199.15
2023-06-01,P0056,122,23,251094.3
2023-07-01,P0056,127,23,261385.05
2023-08-01,P0056,135,31,277850.25
2023-09-01,P0056,159,67,327245.85
2023-10-01,P0056,121,65,249036.15
2023-11-01,P0056,139,35,286082.85
2023-12-01,P0056,121,70,249036.15
2024-01-01,P0056,136,75,279908.4
2024-02-01,P0056,93,20,191407.95
2024-03-01,P0056,152,80,312838.8
2024-04-01,P0056,111,42,228454.65
2024-05-01,P0056,99,88,203756.85
2024-06-01,P0056,175,88,360176.25
2024-07-01,P0056,148,69,304606.2
2024-08-01,P0056,120,61,246978.0
2024-09-01,P0056,97,85,199640.55
2024-10-01,P0056,145,49,298431.75
2024-11-01,P0056,123,26,253152.45
2024-12-01,P0056,142,85,292257.3
2025-01-01,P0056,175,48,360176.25
2025-02-01,P0056,119,75,244919.85
2025-03-01,P0056,135,73,277850.25
2025-04-01,P0056,112,58,230512.8
2025-05-01,P0056,107,31,220222.05
2025-06-01,P0056,143,73,294315.45
2025-07-01,P0056,111,67,228454.65
2025-08-01,P0056,133,22,273733.95
2025-09-01,P0056,140,80,288141.0
2025-10-01,P0056,134,69,275792.1
2025-11-01,P0056,87,66,179059.05
2025-12-01,P0056,83,70,170826.45
2023-01-01,P0057,260,50,122491.2
2023-02-01,P0057,229,88,107886.48
2023-03-01,P0057,388,64,182794.56
2023-04-01,P0057,295,78,138980.4
2023-05-01,P0057,260,67,122491.2
2023-06-01,P0057,241,28,113539.92
2023-07-01,P0057,344,77,162065.28
2023-08-01,P0057,216,31,101761.92
2023-09-01,P0057,236,56,111184.32
2023-10-01,P0057,256,65,120606.72
2023-11-01,P0057,340,41,160180.8
2023-12-01,P0057,340,41,160180.8
2024-01-01,P0057,268,59,126260.16
2024-02-01,P0057,398,28,187505.76
2024-03-01,P0057,330,54,155469.6
2024-04-01,P0057,240,34,113068.8
2024-05-01,P0057,219,27,103175.28
2024-06-01,P0057,196,22,92339.52
2024-07-01,P0057,250,61,117780.0
2024-08-01,P0057,217,47,102233.04
2024-09-01,P0057,285,22,134269.2
2024-10-01,P0057,240,56,113068.8
2024-11-01,P0057,140,25,65956.8
2024-12-01,P0057,318,27,149816.16
2025-01-01,P0057,292,54,137567.04
2025-02-01,P0057,246,57,115895.52
2025-03-01,P0057,327,53,154056.24
2025-04-01,P0057,292,33,137567.04
2025-05-01,P0057,293,90,138038.16
2025-06-01,P0057,320,34,150758.4
2025-07-01,P0057,328,79,154527.36
2025-08-01,P0057,336,74,158296.32
2025-09-01,P0057,303,49,142749.36
2025-10-01,P0057,263,63,123904.56
2025-11-01,P0057,298,27,140393.76
2025-12-01,P0057,230,90,108357.6
2023-01-01,P0058,141,80,537451.11
2023-02-01,P0058,137,24,522204.27
2023-03-01,P0058,115,26,438346.65
2023-04-01,P0058,186,70,708978.06
2023-05-01,P0058,145,60,552697.95
2023-06-01,P0058,115,85,438346.65
2023-07-01,P0058,93,74,354489.03
2023-08-01,P0058,102,85,388794.42
2023-09-01,P0058,130,43,495522.3
2023-10-01,P0058,168,46,640367.28
2023-11-01,P0058,126,48,480275.46
